Date,Region,Country,NO2_mean_mol_m2
2023-01-23,Europe,Sweden,2.72338890955122e-05
2023-01-24,Europe,Sweden,5.290697050888932e-05
2023-01-25,Europe,Sweden,3.879800443337738e-05
2023-01-26,Europe,Sweden,4.956379325555596e-06
2023-01-27,Europe,Sweden,1.4834310667514784e-05
2023-01-28,Europe,Sweden,1.0816498409810928e-05
2023-01-29,Europe,Sweden,2.141866826076255e-06
2023-01-30,Europe,Sweden,-3.319574655310244e-06
2023-01-31,Europe,Sweden,3.323497671154663e-05
2023-02-01,Europe,Sweden,2.0139347266982783e-05
2023-02-02,Europe,Sweden,3.004476195561238e-06
2023-02-03,Europe,Sweden,1.1435158420318017e-05
2023-02-04,Europe,Sweden,1.1843535645710922e-05
2023-02-05,Europe,Sweden,8.969579510633958e-06
2023-02-06,Europe,Sweden,8.651323944590993e-06
2023-02-07,Europe,Sweden,9.347424155429594e-06
2023-02-08,Europe,Sweden,6.170511724098906e-05
2023-02-09,Europe,Sweden,1.598900778247485e-05
2023-02-10,Europe,Sweden,1.5148773570360472e-06
2023-02-11,Europe,Sweden,5.208200345363215e-06
2023-02-12,Europe,Sweden,1.3526690839299307e-05
2023-02-13,Europe,Sweden,1.446450054646339e-05
2023-02-14,Europe,Sweden,1.6264042361497592e-05
2023-02-15,Europe,Sweden,6.996233759935568e-06
2023-02-16,Europe,Sweden,2.8155753168156888e-05
2023-02-17,Europe,Sweden,-3.3487548055490072e-06
2023-02-18,Europe,Sweden,-1.8004274206313918e-06
2023-02-19,Europe,Sweden,-9.7186059643982e-06
2023-02-20,Europe,Sweden,4.504119966436318e-07
2023-02-21,Europe,Sweden,-1.816209042481225e-05
2023-02-22,Europe,Sweden,-2.4196564667357065e-05
2023-02-23,Europe,Sweden,5.43789086646678e-06
2023-02-24,Europe,Sweden,-4.44498807440236e-06
2023-02-25,Europe,Sweden,-4.1950083336620944e-06
2023-02-26,Europe,Sweden,3.288495414574131e-06
2023-02-27,Europe,Sweden,1.6353492813649393e-05
2023-02-28,Europe,Sweden,7.95885654261478e-06
2023-03-01,Europe,Sweden,3.0287027836338563e-06
2023-03-02,Europe,Sweden,1.4244570202380183e-05
2023-03-03,Europe,Sweden,7.148978722437133e-06
2023-03-04,Europe,Sweden,5.475944015333045e-06
2023-03-05,Europe,Sweden,9.53968728120959e-06
2023-03-06,Europe,Sweden,1.2459971718181194e-05
2023-03-07,Europe,Sweden,2.022872279386861e-05
2023-03-08,Europe,Sweden,1.622050560000646e-05
2023-03-09,Europe,Sweden,3.579946517089417e-05
2023-03-10,Europe,Sweden,1.7543503864657172e-05
2023-03-11,Europe,Sweden,1.1485276724880213e-05
2023-03-12,Europe,Sweden,8.040037366282405e-06
2023-03-13,Europe,Sweden,4.9031228530308645e-06
2023-03-14,Europe,Sweden,4.265326185566352e-06
2023-03-15,Europe,Sweden,1.5265204058287358e-05
2023-03-16,Europe,Sweden,1.3228716864733422e-05
2023-03-17,Europe,Sweden,7.526981247064054e-06
2023-03-18,Europe,Sweden,1.1940702723667778e-05
2023-03-19,Europe,Sweden,1.2242917636973072e-05
2023-03-20,Europe,Sweden,3.787021266299977e-06
2023-03-21,Europe,Sweden,9.494065869753346e-06
2023-03-22,Europe,Sweden,6.619153159512793e-06
2023-03-23,Europe,Sweden,7.058843894289732e-06
2023-03-24,Europe,Sweden,5.714161180068145e-06
2023-03-25,Europe,Sweden,5.919396003515761e-06
2023-03-26,Europe,Sweden,3.407127643081644e-06
2023-03-27,Europe,Sweden,5.748370326545802e-06
2023-03-28,Europe,Sweden,1.121567537219993e-05
2023-03-29,Europe,Sweden,3.606808870913736e-06
2023-03-30,Europe,Sweden,4.866713392075316e-06
2023-03-31,Europe,Sweden,5.7793733938795095e-06
2023-04-01,Europe,Sweden,6.264693767665157e-06
2023-04-02,Europe,Sweden,5.500638469471764e-06
2023-04-03,Europe,Sweden,7.975132388119633e-06
2023-04-04,Europe,Sweden,8.483752075822309e-06
2023-04-05,Europe,Sweden,6.708925108395603e-06
2023-04-06,Europe,Sweden,1.174224883942582e-05
2023-04-07,Europe,Sweden,1.5073835020740314e-05
2023-04-08,Europe,Sweden,9.623985038954671e-06
2023-04-09,Europe,Sweden,8.595197432251383e-06
2023-04-10,Europe,Sweden,1.301873764824035e-05
2023-04-11,Europe,Sweden,1.2289444734968862e-05
2023-04-12,Europe,Sweden,1.5349717727907822e-05
2023-04-13,Europe,Sweden,1.1238546402053902e-05
2023-04-14,Europe,Sweden,1.1246482032204823e-05
2023-04-15,Europe,Sweden,1.3502146323959684e-05
2023-04-16,Europe,Sweden,1.577187043520285e-05
2023-04-17,Europe,Sweden,1.3281181104054618e-05
2023-04-18,Europe,Sweden,1.1866323268210252e-05
2023-04-19,Europe,Sweden,1.1813702676646124e-05
2023-04-20,Europe,Sweden,1.1255877577190074e-05
2023-04-21,Europe,Sweden,1.0423230581554676e-05
2023-04-22,Europe,Sweden,1.1066433736773837e-05
2023-04-23,Europe,Sweden,6.7790715830411946e-06
2023-04-24,Europe,Sweden,5.081759938985476e-06
2023-04-25,Europe,Sweden,6.901404432997225e-06
2023-04-26,Europe,Sweden,9.7656628176575e-06
2023-04-27,Europe,Sweden,1.2813850312348106e-05
2023-04-28,Europe,Sweden,9.138026694955131e-06
2023-04-29,Europe,Sweden,9.755604401843672e-06
2023-04-30,Europe,Sweden,7.985860262346466e-06
2023-05-01,Europe,Sweden,5.2604258050667606e-06
2023-05-02,Europe,Sweden,8.713641867871043e-06
2023-05-03,Europe,Sweden,6.808125552507555e-06
2023-05-04,Europe,Sweden,6.139012962606867e-06
2023-05-05,Europe,Sweden,6.857442034443982e-06
2023-05-06,Europe,Sweden,7.74455650555379e-06
2023-05-07,Europe,Sweden,1.0574872792893875e-05
2023-05-08,Europe,Sweden,1.3429299413807744e-05
2023-05-09,Europe,Sweden,1.3583817872380635e-05
2023-05-10,Europe,Sweden,1.4974130300230718e-05
2023-05-11,Europe,Sweden,1.4186214956108697e-05
2023-05-12,Europe,Sweden,1.305624846584611e-05
2023-05-13,Europe,Sweden,1.3303256543805464e-05
2023-05-14,Europe,Sweden,1.315385380944188e-05
2023-05-15,Europe,Sweden,1.241226930400894e-05
2023-05-16,Europe,Sweden,1.6087253758610587e-05
2023-05-17,Europe,Sweden,1.0425952070395248e-05
2023-05-18,Europe,Sweden,7.336586145930525e-06
2023-05-19,Europe,Sweden,1.0785562025790742e-05
2023-05-20,Europe,Sweden,1.2846613392000714e-05
2023-05-21,Europe,Sweden,1.2855007746870456e-05
2023-05-22,Europe,Sweden,9.55187727757672e-06
2023-05-23,Europe,Sweden,4.69504720447504e-06
2023-05-24,Europe,Sweden,1.820236927355816e-05
2023-05-25,Europe,Sweden,-1.685742018682578e-06
2023-05-26,Europe,Sweden,2.7022916027861797e-06
2023-05-27,Europe,Sweden,1.0251703869007218e-05
2023-05-28,Europe,Sweden,-1.952097891690209e-05
2023-05-29,Europe,Sweden,-1.1324650959571136e-05
2023-05-30,Europe,Sweden,1.020545819907886e-05
2023-05-31,Europe,Sweden,9.871062452126384e-06
2023-06-01,Europe,Sweden,8.699140641850297e-06
2023-06-02,Europe,Sweden,7.02232011769389e-06
2023-06-03,Europe,Sweden,-2.08688393305921e-06
2023-06-04,Europe,Sweden,7.614912138313745e-06
2023-06-05,Europe,Sweden,4.466121825439285e-06
2023-06-06,Europe,Sweden,-2.6258815811109225e-06
2023-06-07,Europe,Sweden,1.1051169443468267e-05
2023-06-08,Europe,Sweden,9.89205266006401e-06
2023-06-09,Europe,Sweden,7.478882258819357e-06
2023-06-10,Europe,Sweden,5.871173541210855e-06
2023-06-11,Europe,Sweden,7.69343136737508e-06
2023-06-12,Europe,Sweden,1.1626070203679037e-05
2023-06-13,Europe,Sweden,1.1394287340432094e-05
2023-06-14,Europe,Sweden,1.1374455575881222e-05
2023-06-15,Europe,Sweden,9.841312989003736e-06
2023-06-16,Europe,Sweden,9.951031699824228e-06
2023-06-17,Europe,Sweden,1.1536031822384211e-05
2023-06-18,Europe,Sweden,7.51854240806925e-06
2023-06-19,Europe,Sweden,1.0003354209806026e-05
2023-06-20,Europe,Sweden,1.4330587396977812e-05
2023-06-21,Europe,Sweden,1.5977397446866118e-05
2023-06-22,Europe,Sweden,1.0907181519402866e-05
2023-06-23,Europe,Sweden,1.2475321683234697e-05
2023-06-24,Europe,Sweden,1.0668238823615435e-05
2023-06-25,Europe,Sweden,1.380259508633607e-05
2023-06-26,Europe,Sweden,1.16600636956759e-05
2023-06-27,Europe,Sweden,1.5250626374314997e-05
2023-06-28,Europe,Sweden,1.2470576304650992e-05
2023-06-29,Europe,Sweden,1.055879380821654e-05
2023-06-30,Europe,Sweden,1.2809765964489147e-05
2023-07-01,Europe,Sweden,7.402539202365328e-06
2023-07-02,Europe,Sweden,-3.0134274501494154e-06
2023-07-03,Europe,Sweden,2.492893346102184e-06
2023-07-04,Europe,Sweden,-5.449491459424329e-06
2023-07-05,Europe,Sweden,1.1215168529224774e-05
2023-07-06,Europe,Sweden,-3.4993053778845637e-06
2023-07-07,Europe,Sweden,9.04973570704119e-06
2023-07-08,Europe,Sweden,6.81232066275163e-06
2023-07-09,Europe,Sweden,6.634270423158123e-06
2023-07-10,Europe,Sweden,4.873117808324513e-06
2023-07-11,Europe,Sweden,1.981909042531884e-06
2023-07-12,Europe,Sweden,-2.260810790799128e-06
2023-07-13,Europe,Sweden,1.7931284004612087e-06
2023-07-14,Europe,Sweden,1.143258055954168e-05
2023-07-15,Europe,Sweden,3.464813453902893e-06
2023-07-16,Europe,Sweden,3.491186504516533e-06
2023-07-17,Europe,Sweden,5.240014988804165e-06
2023-07-18,Europe,Sweden,1.003184429372618e-05
2023-07-19,Europe,Sweden,8.749305816111616e-06
2023-07-20,Europe,Sweden,7.164621037876788e-06
2023-07-21,Europe,Sweden,1.0476896232287095e-05
2023-07-22,Europe,Sweden,8.727414008535721e-06
2023-07-23,Europe,Sweden,1.1284118445705728e-05
2023-07-24,Europe,Sweden,1.1795099648699436e-05
2023-07-25,Europe,Sweden,7.967396084903769e-06
2023-07-26,Europe,Sweden,7.777062643609118e-06
2023-07-27,Europe,Sweden,5.404390505622364e-06
2023-07-28,Europe,Sweden,8.161473273414123e-06
2023-07-29,Europe,Sweden,9.498327618080928e-06
2023-07-30,Europe,Sweden,7.662352828413213e-06
2023-07-31,Europe,Sweden,1.194609642504212e-05
2023-08-01,Europe,Sweden,2.867663759861335e-06
2023-08-02,Europe,Sweden,1.215883082032445e-05
2023-08-03,Europe,Sweden,1.2062648607529436e-05
2023-08-04,Europe,Sweden,9.61107760612266e-06
2023-08-05,Europe,Sweden,6.926736628482799e-06
2023-08-06,Europe,Sweden,9.795730773712934e-06
2023-08-07,Europe,Sweden,1.3257450855711031e-05
2023-08-08,Europe,Sweden,2.3784173330131502e-05
2023-08-09,Europe,Sweden,1.2433820661391095e-05
2023-08-10,Europe,Sweden,6.592199764546832e-06
2023-08-11,Europe,Sweden,1.4787973988083289e-05
2023-08-12,Europe,Sweden,1.842460740016104e-05
2023-08-13,Europe,Sweden,1.3032835857821485e-05
2023-08-14,Europe,Sweden,1.2761041090811531e-05
2023-08-15,Europe,Sweden,7.851303630105032e-06
2023-08-16,Europe,Sweden,1.3733494083011392e-05
2023-08-17,Europe,Sweden,1.0485473308530397e-05
2023-08-18,Europe,Sweden,1.0341043185179536e-05
2023-08-19,Europe,Sweden,1.07521713605587e-05
2023-08-20,Europe,Sweden,1.238863234876971e-05
2023-08-21,Europe,Sweden,9.634441812059854e-06
2023-08-22,Europe,Sweden,1.4579269391269694e-05
2023-08-23,Europe,Sweden,1.0418237465288184e-05
2023-08-24,Europe,Sweden,1.469323876827156e-05
2023-08-25,Europe,Sweden,9.616973130765274e-06
2023-08-26,Europe,Sweden,1.0795296592913402e-05
2023-08-27,Europe,Sweden,9.92576264706393e-06
2023-08-28,Europe,Sweden,1.8986831825917145e-05
2023-08-29,Europe,Sweden,1.342860849290658e-05
2023-08-30,Europe,Sweden,8.776153290951796e-06
2023-08-31,Europe,Sweden,1.1655640318585402e-05
2023-09-01,Europe,Sweden,1.2937408162141028e-05
2023-09-02,Europe,Sweden,1.4276800048470056e-05
2023-09-03,Europe,Sweden,1.4107873187020664e-05
2023-09-04,Europe,Sweden,1.4830673539985184e-05
2023-09-05,Europe,Sweden,9.70418311413301e-06
2023-09-06,Europe,Sweden,1.2468064983556268e-05
2023-09-07,Europe,Sweden,1.2376792181383958e-05
2023-09-08,Europe,Sweden,1.133003547328392e-05
2023-09-09,Europe,Sweden,1.4012773860154596e-05
2023-09-10,Europe,Sweden,1.4953301414749151e-05
2023-09-11,Europe,Sweden,1.5925584410550783e-05
2023-09-12,Europe,Sweden,1.1531936727132348e-05
2023-09-13,Europe,Sweden,8.680997836771254e-06
2023-09-14,Europe,Sweden,8.12274122903132e-06
2023-09-15,Europe,Sweden,1.7028606107383457e-05
2023-09-16,Europe,Sweden,1.6907669780564303e-05
2023-09-17,Europe,Sweden,8.272228355418943e-06
2023-09-18,Europe,Sweden,1.0409505608218833e-05
2023-09-19,Europe,Sweden,1.2657570905396113e-05
2023-09-20,Europe,Sweden,1.969520092377752e-05
2023-09-21,Europe,Sweden,2.6445229209968742e-05
2023-09-22,Europe,Sweden,2.9960753387027207e-05
2023-09-23,Europe,Sweden,1.905148422572366e-05
2023-09-24,Europe,Sweden,1.328274580682646e-05
2023-09-25,Europe,Sweden,1.8486856599055355e-05
2023-09-26,Europe,Sweden,1.591885974494646e-05
2023-09-27,Europe,Sweden,1.724974072721347e-05
2023-09-28,Europe,Sweden,1.4142772769743086e-05
2023-09-29,Europe,Sweden,1.5782357386569004e-05
2023-09-30,Europe,Sweden,9.088474744102008e-06
2023-10-01,Europe,Sweden,1.1194049367985652e-05
2023-10-02,Europe,Sweden,1.879199601012227e-05
2023-10-03,Europe,Sweden,1.292704887910026e-05
2023-10-04,Europe,Sweden,9.825398497378648e-06
2023-10-05,Europe,Sweden,7.975769859392036e-06
2023-10-06,Europe,Sweden,7.497730308482281e-06
2023-10-07,Europe,Sweden,7.715149536029423e-06
2023-10-08,Europe,Sweden,8.186114289421366e-06
2023-10-09,Europe,Sweden,1.0142439591414644e-05
2023-10-10,Europe,Sweden,1.7804562667088846e-05
2023-10-11,Europe,Sweden,2.07558812340289e-05
2023-10-12,Europe,Sweden,9.435323083991496e-06
2023-10-13,Europe,Sweden,1.4803036742036609e-05
2023-10-14,Europe,Sweden,1.314865635351273e-05
2023-10-15,Europe,Sweden,7.4878806468169855e-06
2023-10-16,Europe,Sweden,1.1716389627112123e-05
2023-10-17,Europe,Sweden,1.7611509928134523e-05
2023-10-18,Europe,Sweden,1.28333292957292e-05
2023-10-19,Europe,Sweden,8.352794209777973e-06
2023-10-20,Europe,Sweden,1.3581116575036482e-05
2023-10-21,Europe,Sweden,1.4136629109445827e-05
2023-10-22,Europe,Sweden,2.7341487528898364e-05
2023-10-23,Europe,Sweden,2.77921498817346e-05
2023-10-24,Europe,Sweden,1.6347235830136667e-05
2023-10-25,Europe,Sweden,1.385092654130368e-05
2023-10-26,Europe,Sweden,1.3593021005195603e-06
2023-10-27,Europe,Sweden,9.112103813198716e-06
2023-10-28,Europe,Sweden,8.497188452816088e-06
2023-10-29,Europe,Sweden,1.2568832269620551e-05
2023-10-30,Europe,Sweden,3.130253408282228e-05
2023-10-31,Europe,Sweden,2.597137505623872e-05
2023-11-01,Europe,Sweden,2.9767292895540546e-05
2023-11-02,Europe,Sweden,5.5104714956177445e-05
2023-11-03,Europe,Sweden,5.195414322348758e-05
2023-11-04,Europe,Sweden,3.259383496677845e-05
2023-11-05,Europe,Sweden,2.7253924219676845e-05
2023-11-06,Europe,Sweden,3.117540820691193e-05
2023-11-07,Europe,Sweden,3.0987021139308565e-05
2023-11-08,Europe,Sweden,4.302432463443131e-05
2023-11-09,Europe,Sweden,3.5394342095172204e-05
2023-11-10,Europe,Sweden,5.963392611467731e-05
2023-11-11,Europe,Sweden,4.502745765450527e-05
2023-11-12,Europe,Sweden,2.4961502250955632e-05
2023-11-13,Europe,Sweden,2.5761812253110203e-05
2023-11-14,Europe,Sweden,3.138986110661615e-05
2023-11-15,Europe,Sweden,1.2937410516459256e-05
2023-11-16,Europe,Sweden,2.3508734238241647e-05
2023-11-17,Europe,Sweden,1.4319381303168455e-05
2023-11-18,Europe,Sweden,1.52835608796646e-05
2023-11-19,Europe,Sweden,2.3754493189651024e-05
2023-11-20,Europe,Sweden,-6.249230458531993e-07
2023-11-21,Europe,Sweden,-4.942307466126205e-06
2023-11-22,Europe,Sweden,-2.160653672455643e-06
2023-11-23,Europe,Sweden,-4.5894939815524806e-06
2023-11-24,Europe,Sweden,-4.088306500192144e-05
2023-11-25,Europe,Sweden,-7.365076247391367e-06
2023-11-26,Europe,Sweden,-1.8979196490128932e-05
2023-11-27,Europe,Sweden,-2.218908271015684e-05
2023-11-28,Europe,Sweden,8.044915548227422e-06
2023-11-29,Europe,Sweden,4.188430723447614e-05
2023-11-30,Europe,Sweden,4.418239830893727e-05
2023-12-01,Europe,Sweden,4.921899509768125e-05
2023-12-02,Europe,Sweden,2.388531674215301e-05
2023-12-03,Europe,Sweden,2.967221507814631e-05
2023-12-04,Europe,Sweden,4.129763407300791e-05
2023-12-05,Europe,Sweden,6.643638550186613e-05
2023-12-06,Europe,Sweden,4.507629169679139e-05
2023-12-07,Europe,Sweden,6.42805446863611e-05
2023-12-08,Europe,Sweden,
2023-12-09,Europe,Sweden,
2023-12-10,Europe,Sweden,
2023-12-11,Europe,Sweden,6.152236149714323e-05
2023-12-12,Europe,Sweden,-2.492192960983956e-05
2023-12-13,Europe,Sweden,-4.082963916689255e-05
2023-12-14,Europe,Sweden,2.04533208544634e-06
2023-12-15,Europe,Sweden,1.0804145790503097e-05
2023-12-16,Europe,Sweden,
2023-12-17,Europe,Sweden,
2023-12-18,Europe,Sweden,3.608468404258288e-05
2023-12-19,Europe,Sweden,2.464278533374048e-05
2023-12-20,Europe,Sweden,-2.7091368061511687e-05
2023-12-21,Europe,Sweden,-3.100297151744504e-05
2023-12-22,Europe,Sweden,-1.83303106807892e-05
2023-12-23,Europe,Sweden,-1.9729748313392565e-05
2023-12-24,Europe,Sweden,-2.199540624121267e-05
2023-12-25,Europe,Sweden,-9.210665121594352e-06
2023-12-26,Europe,Sweden,-4.5598943529527655e-06
2023-12-27,Europe,Sweden,-2.0604012319561747e-05
2023-12-28,Europe,Sweden,-1.5400816618192811e-06
2023-12-29,Europe,Sweden,-4.017937673318593e-05
2023-12-30,Europe,Sweden,-3.1777740121963334e-05
2023-12-31,Europe,Sweden,-1.067109349233034e-05
2024-01-01,Europe,Sweden,-1.984724424409018e-05
2024-01-02,Europe,Sweden,-6.131056607215476e-06
2024-01-03,Europe,Sweden,-2.1486566407239006e-05
2024-01-04,Europe,Sweden,-2.402566640355446e-05
2024-01-05,Europe,Sweden,-1.3641737533502218e-05
2024-01-06,Europe,Sweden,-5.078440455700334e-06
2024-01-07,Europe,Sweden,2.664424864064111e-05
2024-01-08,Europe,Sweden,3.206707402352056e-05
2024-01-09,Europe,Sweden,4.054670988671255e-05
2024-01-10,Europe,Sweden,3.48945582604581e-05
2024-01-11,Europe,Sweden,2.176163089355997e-05
2024-01-12,Europe,Sweden,4.900394116725337e-05
2024-01-13,Europe,Sweden,1.5484898792481463e-05
2024-01-14,Europe,Sweden,-3.7638871843747047e-06
2024-01-15,Europe,Sweden,-4.105612403151019e-05
2024-01-16,Europe,Sweden,-2.745451363653153e-05
2024-01-17,Europe,Sweden,-1.0757699398679371e-05
2024-01-18,Europe,Sweden,5.614455723457247e-06
2024-01-19,Europe,Sweden,2.892408467894987e-06
2024-01-20,Europe,Sweden,3.680388177975627e-05
2024-01-21,Europe,Sweden,5.564637312017382e-05
2024-01-22,Europe,Sweden,2.6966931940394083e-05
2024-01-23,Europe,Sweden,3.984526846213575e-05
2024-01-24,Europe,Sweden,1.914838842171298e-05
2024-01-25,Europe,Sweden,4.581687678580649e-07
2024-01-26,Europe,Sweden,-7.008719606467671e-05
2024-01-27,Europe,Sweden,-2.582261547604667e-05
2024-01-28,Europe,Sweden,2.0247801867065377e-05
2024-01-29,Europe,Sweden,3.6009408325830166e-05
2024-01-30,Europe,Sweden,3.0425176475655216e-05
2024-01-31,Europe,Sweden,3.4118073027419445e-07
2024-02-01,Europe,Sweden,-1.654137935471107e-05
2024-02-02,Europe,Sweden,-7.728366471300554e-06
2024-02-03,Europe,Sweden,-7.117527267380409e-07
2024-02-04,Europe,Sweden,-9.03537026985584e-06
2024-02-05,Europe,Sweden,3.586821108158589e-06
2024-02-06,Europe,Sweden,3.22183628035562e-06
2024-02-07,Europe,Sweden,-2.823059340735128e-07
2024-02-08,Europe,Sweden,5.118149346649727e-06
2024-02-09,Europe,Sweden,5.480263353246006e-06
2024-02-10,Europe,Sweden,3.722802161434695e-06
2024-02-11,Europe,Sweden,-7.957785701765977e-07
2024-02-12,Europe,Sweden,8.030743048450676e-06
2024-02-13,Europe,Sweden,2.275421940013725e-05
2024-02-14,Europe,Sweden,1.614961056062533e-05
2024-02-15,Europe,Sweden,1.1327577990347885e-05
2024-02-16,Europe,Sweden,1.2023585751613532e-05
2024-02-17,Europe,Sweden,8.307341252692523e-06
2024-02-18,Europe,Sweden,4.735055513744349e-06
2024-02-19,Europe,Sweden,8.882059312888958e-06
2024-02-20,Europe,Sweden,1.1001430289067354e-05
2024-02-21,Europe,Sweden,1.024726151009775e-05
2024-02-22,Europe,Sweden,2.3555136101481584e-05
2024-02-23,Europe,Sweden,3.862118726967672e-05
2024-02-24,Europe,Sweden,2.201589218262216e-05
2024-02-25,Europe,Sweden,2.0444151669117904e-05
2024-02-26,Europe,Sweden,1.2534941653337044e-05
2024-02-27,Europe,Sweden,6.107279057572914e-06
2024-02-28,Europe,Sweden,7.895461262245225e-06
2024-02-29,Europe,Sweden,2.1907473663258147e-05
2024-03-01,Europe,Sweden,1.0971487845903167e-05
2024-03-02,Europe,Sweden,6.82556090691227e-06
2024-03-03,Europe,Sweden,1.3468578143450844e-05
2024-03-04,Europe,Sweden,1.4751204123801414e-05
2024-03-05,Europe,Sweden,9.824780072894944e-06
2024-03-06,Europe,Sweden,1.052609613535972e-05
2024-03-07,Europe,Sweden,1.111760292020834e-05
2024-03-08,Europe,Sweden,1.659343337060312e-05
2024-03-09,Europe,Sweden,8.900118437371352e-06
2024-03-10,Europe,Sweden,5.271716209818534e-06
2024-03-11,Europe,Sweden,9.305795557506211e-06
2024-03-12,Europe,Sweden,9.349304115543166e-06
2024-03-13,Europe,Sweden,4.288743961322094e-06
2024-03-14,Europe,Sweden,7.321313079485654e-06
2024-03-15,Europe,Sweden,6.079185834737276e-06
2024-03-16,Europe,Sweden,2.267540592254552e-06
2024-03-17,Europe,Sweden,2.7352517549282765e-06
2024-03-18,Europe,Sweden,5.797295464621004e-06
2024-03-19,Europe,Sweden,9.510595837128416e-06
2024-03-20,Europe,Sweden,8.919926963244906e-06
2024-03-21,Europe,Sweden,4.00898212235601e-06
2024-03-22,Europe,Sweden,5.447513153613199e-06
2024-03-23,Europe,Sweden,3.372334408892014e-06
2024-03-24,Europe,Sweden,5.3434661162053946e-06
2024-03-25,Europe,Sweden,4.604804848296947e-06
2024-03-26,Europe,Sweden,6.412552485139768e-06
2024-03-27,Europe,Sweden,2.445297379477775e-05
2024-03-28,Europe,Sweden,2.280779215864577e-05
2024-03-29,Europe,Sweden,6.8802789968839175e-06
2024-03-30,Europe,Sweden,1.6973553596685886e-05
2024-03-31,Europe,Sweden,9.812644447321876e-06
2024-04-01,Europe,Sweden,8.730161930767992e-06
2024-04-02,Europe,Sweden,4.545804396810205e-06
2024-04-03,Europe,Sweden,5.131122162031192e-06
2024-04-04,Europe,Sweden,5.583695905328681e-06
2024-04-05,Europe,Sweden,1.1281446563925411e-05
2024-04-06,Europe,Sweden,1.0926280006442705e-05
2024-04-07,Europe,Sweden,1.3944487948358096e-05
2024-04-08,Europe,Sweden,1.3515173217729169e-05
2024-04-09,Europe,Sweden,1.3337918653981153e-05
2024-04-10,Europe,Sweden,1.1437136939192737e-05
2024-04-11,Europe,Sweden,5.3415611910266665e-06
2024-04-12,Europe,Sweden,5.544363932282145e-06
2024-04-13,Europe,Sweden,8.14332251755291e-06
2024-04-14,Europe,Sweden,2.834386438277297e-06
2024-04-15,Europe,Sweden,6.165860150605477e-06
2024-04-16,Europe,Sweden,3.8065470836804738e-06
2024-04-17,Europe,Sweden,4.734547752861823e-06
2024-04-18,Europe,Sweden,5.480818242635773e-06
2024-04-19,Europe,Sweden,6.445710055200743e-06
2024-04-20,Europe,Sweden,6.997717406412675e-06
2024-04-21,Europe,Sweden,8.19727967862725e-06
2024-04-22,Europe,Sweden,9.013770176294026e-06
2024-04-23,Europe,Sweden,8.372257499270857e-06
2024-04-24,Europe,Sweden,8.471636726275174e-06
2024-04-25,Europe,Sweden,7.543964059971425e-06
2024-04-26,Europe,Sweden,6.5931874003834136e-06
2024-04-27,Europe,Sweden,1.0759672209197715e-05
2024-04-28,Europe,Sweden,1.4677918795450192e-05
2024-04-29,Europe,Sweden,1.3609144711282845e-05
2024-04-30,Europe,Sweden,1.1164173760877982e-05
2024-05-01,Europe,Sweden,1.1632732536422154e-05
2024-05-02,Europe,Sweden,1.0293251931841424e-05
2024-05-03,Europe,Sweden,9.809607700703207e-06
2024-05-04,Europe,Sweden,1.0325266096795337e-05
2024-05-05,Europe,Sweden,9.747608398140423e-06
2024-05-06,Europe,Sweden,8.295264978532191e-06
2024-05-07,Europe,Sweden,9.61329122051245e-06
2024-05-08,Europe,Sweden,8.713185827974478e-06
2024-05-09,Europe,Sweden,1.1957273512225603e-05
2024-05-10,Europe,Sweden,6.845756250028585e-06
2024-05-11,Europe,Sweden,8.713325324736933e-06
2024-05-12,Europe,Sweden,1.006803570574827e-05
2024-05-13,Europe,Sweden,1.0225443777194516e-05
2024-05-14,Europe,Sweden,1.1584932615290627e-05
2024-05-15,Europe,Sweden,1.2601399809028847e-05
2024-05-16,Europe,Sweden,1.1246245851248233e-05
2024-05-17,Europe,Sweden,1.341161827328737e-05
2024-05-18,Europe,Sweden,1.3733025925361556e-05
2024-05-19,Europe,Sweden,1.1307641547979646e-05
2024-05-20,Europe,Sweden,8.315038477337757e-06
2024-05-21,Europe,Sweden,8.77123635245214e-06
2024-05-22,Europe,Sweden,1.3899084796020796e-05
2024-05-23,Europe,Sweden,1.705327642431294e-05
2024-05-24,Europe,Sweden,1.4814113396266588e-05
2024-05-25,Europe,Sweden,1.3845116112428715e-05
2024-05-26,Europe,Sweden,9.074812227616495e-06
2024-05-27,Europe,Sweden,1.2085401850871542e-05
2024-05-28,Europe,Sweden,1.6619211220743313e-05
2024-05-29,Europe,Sweden,1.4638081943711888e-05
2024-05-30,Europe,Sweden,1.2220715954594587e-05
2024-05-31,Europe,Sweden,9.5718015915941e-06
2024-06-01,Europe,Sweden,1.3249409043193564e-05
2024-06-02,Europe,Sweden,1.1591153259083426e-05
2024-06-03,Europe,Sweden,1.0163348695736694e-05
2024-06-04,Europe,Sweden,6.040278438827925e-06
2024-06-05,Europe,Sweden,5.426334080263889e-06
2024-06-06,Europe,Sweden,4.867904735647012e-07
2024-06-07,Europe,Sweden,-2.167270980222121e-06
2024-06-08,Europe,Sweden,-1.2899234694315049e-06
2024-06-09,Europe,Sweden,2.8031432081861147e-06
2024-06-10,Europe,Sweden,1.0495028511577892e-05
2024-06-11,Europe,Sweden,5.400083889715256e-06
2024-06-12,Europe,Sweden,7.36154974631119e-06
2024-06-13,Europe,Sweden,2.05329625182916e-06
2024-06-14,Europe,Sweden,4.583137025487055e-06
